comment_id,label,expression,sarcasm,target,group category,post_id,user_id,comment_time,like_num,comment_content,to_id
scGUrSaKGWXJWJ2F,CB,Explicit,Yes,Group,Racism,jfvN8h2cK0F9qiiD,pqR_OsZDQu7E9JsC,1129.0,0.0,这么紧的牛仔裤被黑鬼搞了,
nXw4t7d8Bb_p7t5v,Non-CB,,,,,t6tNHbOWvIjmpsMN,GUK3s0bXuIVbRixu,119.0,0.0,我是假的河南人,
yOGhJoRdOZyNscDo,Non-CB,,,,,SHI4-vV1BQByE8pY,LUKctjoME2rZITWF,722.0,0.0,啊啊啊啊啊啊啊，塔子哥出新剧了,
iz7LQ2O8hIJlRkLL,Non-CB,,,,,qEWU_fmGpx3JYNcp,WaAbtjHzj2l7XCZE,21.0,0.0,好的妈沫儿,
GqxUQqpMdvskMiQL,Non-CB,,,,,am2WSJ_f9H_tUg7N,hSP4S_xUNK3nFbCn,181.0,0.0,upup,
qcRxac7ZHfC7_w2v,CB,Explicit,Yes,Individual,,aGx9qpw3CBsjlV0H,_Gf3yhGmofQscer9,345.0,0.0,真是太监开会，无稽之谈,
eMCNxt_sivLmAdho,Non-CB,,,,,oTQHmw7TRNY6y5fx,LXIfnM05bzgPK098,14.0,0.0,我出生那个年代，够久远了,
ebCGohT8Kx-lGA1H,Non-CB,,,,,J-KMjyM_qD3QnVah,1GVkZV3KbyhXe6PR,139.0,6.0,我律师是河南人，贼聪明。当然了也有被河南供应商骗过,
HCfMggWAKw8Q7kUK,Non-CB,,,,,6dVR39IiOmoXqAFS,edzmwki3fA-PB5UX,14470.0,0.0,他们家黑管洁面乳在用,
t8fBTLm-T_CiRJQ6,Non-CB,,,,,dF1UxegzPjmY0UJO,Y8XhV0aj0BOx5mtX,15403.0,0.0,好好看,
hvq8qy3-ELaUPcc8,Non-CB,,,,,mrmMBshwUeMsrNxv,hEA8TVNF7X6WRlX6,99.0,1.0,欢迎！！！,
FP_3Z8pMfKHu-bKd,CB,Explicit,No,Individual,,y6ocLsGHSNvFOa7Q,F7Oe-MrrdEJ8DLLY,3.0,1.0,南棒不可交，拿着……,
VpICTScKWsh1NOII,CB,Explicit,No,Individual,,lZ1qL5GUSeA7zZ2v,PaZj7hL-yAW-r_Gw,278112.0,0.0,保姆就是个替罪羊,wdW0awT9iuIMnFS6
39WanXRt6P_S79BL,CB,Explicit,No,Individual,,tgcInzLKLm8kMl9x,MVFgOniFwXMNtifp,58.0,0.0,我一说山楂这些垃圾诈骗台湾朝鲜就会顺口痴王胡说八道，它们垃圾诈骗地方不可能有我们中国灵丹妙药药材,
q6dNBOc8Uh1s4YHb,Non-CB,,,,,WWES265QsMceRZKk,IkLm-k9Y52tchXK8,50.0,3.0,哇塞真的好治愈的体验！非常喜欢,
5rXlJbGZgPTUz5ls,CB,Explicit,No,Group,Sexism,E3vQkzHZjw-QwSuo,PFmn_sN5T_XzWuI7,1437.0,9.0,曝光断掉你们这些吃里扒外汉奸的后路，是对中华民族的基本尊重。,0QLEKpvJcM__8mfy
KCMDR8qKV_KtGGqR,Non-CB,,,,,4NNAEikXQxVq9IVW,SK1gugKzWj4PTBhe,362.0,0.0,牛啊,
IJVaTYGzmdrU_6zy,Non-CB,,,,,swGLErJH2-mn7F_N,Tm4pm8Kku8nzkY4i,529.0,0.0,罗欧比赛期间互撕,U25zbM_2EgKJok_-
mHnFCurqM4FlcUA1,Non-CB,,,,,wKzRDSEE70WR_1_f,B1up6ZcP4DxwWRxB,160.0,0.0,这个有道理的，方便拉屎省了好几个动作,
73OESYuzbYOGLIWd,Non-CB,,,,,UGpfxmTMjGs8iUkg,ckxKvBkCRijZfZjJ,1998.0,17.0,得供着他们,
lMCY1c9Tu55ZUEGu,Non-CB,,,,,xK27V0tjWnu1aTzX,lZjA0S_aPE1aPoe-,76.0,0.0,还少了个世界杯 不过都很厉害,o4nO0JrMWVDv1mPT
GyuGsRUVtGhke8T6,Non-CB,,,,,mGyuPFoKTTlKSJVG,64lB7cX5ZlraCCfa,88.0,3.0,还可能业内社死~,DPI29-MVfp4mGvfV
c-l-EdyoZsZrFgiG,Non-CB,,,,,JU7zPTSYqFcnV2SG,wJ_2kuUZ03eXsjq4,153.0,2.0,可开枪,
YTkjRMY3ql_itN2D,Non-CB,,,,,6PjPNMYHKmlMSxUM,buGjZ2O-Nf4FPf1s,671.0,0.0,受害者告监狱啊,
D2Ckc7eveAledTpw,Non-CB,,,,,ne1sqAzCgDWcOmvr,80kGVUaSZ31XY73T,45.0,0.0,越乱越好啊,
VyLrylVIdGgEsuEG,Non-CB,,,,,ZVY8qMxWzH7E9CyJ,3Y4RbG0lsx5jKa6P,9800.0,0.0,不想去,lWDOHYaWxtghIj6r
w0wJviNufj6rFXmz,CB,Implicit,Yes,Individual,,uFsCNbAF2H-qlu9X,eFt_SO5uSUGnlfzA,115.0,0.0,魔怔人造的魔怔证据，网络荷尔蒙升腾出的另一种东西,
As4up-6qza7i6x-w,Non-CB,,,,,AXXJzmxqhxZA5BIF,TFnUVQ5YdVNkUwvU,803.0,0.0,真的不可思议,
9gW5GPGms9mxQlEm,Non-CB,,,,,jAp3Uv_t5kKX1gyJ,F-u8wJhHy3aoKU3e,264.0,0.0,果然是爱丁堡❗,
a21WI_ELye6TfBsp,Non-CB,,,,,mCMY7DfPge555eEB,8h31UbT_M69UmI_p,5835.0,0.0,又来刷一遍,
5r0h6xoeWMP7PRUM,Non-CB,,,,,6DyS_TOqaTmAao-K,RDD3t6wYqVMh7Nxs,47856.0,0.0,你说的有道理。但取消这种标志只是最基本的东西，只是在“改变之前的错误”。没有必要拿来宣传然后扯一面“男女平等”的大旗来宣传。第一 这样的宣传会让很多不关注平权的人会以为这就是平权，第二 做这种事情只是“改错”而非进步。,mMmppTPV3A2ls1ft
FOV72JbeD7MR_lMT,CB,Explicit,No,Individual,,gH3C4kC0omQuM5q6,KNcyj_nyW8TXOKZ-,536.0,17.0,nf人不愧有爱占便宜吃亏难受的名号,
mfrvyCGJcMNy5s0p,Non-CB,,,,,dx7iYBml516p_au8,axfsXOXKBH_-L0nA,85.0,39.0,我觉得真的看耽的人不会投这个想法的……,
FPPXZk-7BgL4uLXR,Non-CB,,,,,ttT7iZmnHZ1Fx4U8,BdyrBWFEWJ7g7NWd,575.0,0.0,【张云雷】江海无须歌惆怅，明月在处是故乡，有你的歌声抚慰心灵，丰盈生命的厚度，从此风雨难摧。,
HOCxbEXqs5regSo3,CB,Explicit,No,Individual,,WfHrmaH2CToBiLTy,Y0vuJ_BWekCOVCZL,47.0,0.0,兔子：你们自己那么贱来挑衅，还怪我出手重,
mFPqXRq3lWpMX505,Non-CB,,,,,tmTnAPHGxHfFoSpB,3aLs5QoSB25ZTKCA,4817.0,0.0,好甜蜜,
VbjYsY0_ZQZf81-d,Non-CB,,,,,UYYKBAbQrno7_5XZ,WVe5sauATZk8hue7,1.0,2.0,他们心虚,
ScauzrV5r_vhif_O,CB,Explicit,No,Individual,,0ouAVaKhSwi0aDhq,1FcLaivYZRCNZ_ND,348.0,1.0,滚呐,
lsc6WLWgRUAKJRPS,CB,Explicit,No,Group,Region,GrACHU3hI-_RyQDM,ptpw0-uGGyAZUX0I,905.0,1.0,还是老美认知印度人，要不然就不会定义印度人就是粪坑里的蛆了。,
0haefSL60pUvtN11,CB,Explicit,No,Individual,,XIwkQE84KYJB23lh,ULqAebawwYtS5_kE,241.0,1.0,所以马娘现在在鬼岛没人搭理，一开口就会被反动派“割席”,yD78AA7-4cwxomlX
z8AKXIJgDH_dt6z1,Non-CB,,,,,gsB9P-rbhhPbm3Cl,akbC3C2kxobGQ_Dn,532.0,0.0,国宝必须是我们的,
3G02p67yhQXSMvrd,Non-CB,,,,,bN5QDbCMvgVYFrlH,zDQ7Fwa6-7p0NRDH,366.0,2.0,只能说不是一家人不进一家门……,
oi08FhWiq5yAmH9W,Non-CB,,,,,coDnCHZD5WsgqjaM,VCjWQrTa9jj0yD4D,233.0,0.0,两性行为,
Pmf0Q3LJZgmZ7b6K,Non-CB,,,,,e4CO7ypzhOBigZhU,HKRe_ojY6rwAh7_z,1202.0,0.0,就这么一句都能上纲上线，卧槽！,
TlYseyAVNyr7iqZG,Non-CB,,,,,IoIkhdTIxuDeNlX7,wEuZ6AIg8-OThgbE,538.0,0.0,晚上好吖,
6gS0FX-T_HoNrDoR,CB,Explicit,No,Individual,,D-ICgNmeE9DQMp8r,_NS1TxMWtzP7Jaf3,3516.0,11.0,他不像是个二棒子，他像个棒子。,
7ldBZTVO38CxBTcD,Non-CB,,,,,CKXjcs7hT7hoNA37,Ggg4xtvyNLi2VIXV,276.0,0.0,小资是这样的,9sxI_BYm1sY9hxFk
vGf5o3-yzrYtuGV7,Non-CB,,,,,LAbeXKiXavcdyNDP,a9pMCRFRHXKb09BY,1093.0,0.0,助人即是害己。,
9dZbZOVKMIVzj03D,Non-CB,,,,,xst_9HrWFMkJk0Je,jLOz6cVpWfC62C-2,7451.0,0.0,放屁吧，金华义乌去看看十点刚开始夜生活好吗,
Ml_dAVldCljj8Rpc,Non-CB,,,,,e4CO7ypzhOBigZhU,RWQP6amFyYSJH6uh,876.0,0.0,哈哈，烦你就躲远一点，上海又不是你的。,
-8Vt5GKIUes9W8vg,CB,Explicit,No,Group,Region,hsiwzY327ei5bWXw,vAUzME7RTerusMLN,54.0,5.0,隔三岔五遇到韩国人，昨天在五四广场遇到一群韩国老太太，个真的矮，不张嘴真的和国人没两样,d5s_jQWzBvl5eINA
unl9tLFMFFydr0S0,Non-CB,,,,,isS_O_r-RTRLbDzQ,Zy1aUw5GCqxT_Vcw,1451.0,1.0,文字狱,
ZEnrsdX5kB3e7Q5n,CB,Explicit,No,Individual,,BUnV2BJDklXXJng4,hyxHZqbVRAXnbryI,2.0,2.0,我草我也刷到了个观后感……还画的樱和沙拉，我真……,
Kli-wDx9KSVtB_9V,Non-CB,,,,,EKLU9jKbHXAMGdW2,kJqDDgE7rQITpMDi,130.0,1.0,满满黑科技666,iOZqmuOvB_nt2U0U
WaMfAspC7FFfEWBy,Non-CB,,,,,6DyS_TOqaTmAao-K,8h6gRvGMc7Wh73Wr,965.0,1.0,深圳的地铁多数时候压根看不到座位吧，哪有人少的时候，而且这个车厢的初衷跟座位没有关系,V1ZHiUH_W0sR_q_C
--j3dF3IOj2BzDS2,Non-CB,,,,,ABfFDFloqXEoFazI,R68XG0zjux-ooywu,101.0,0.0,处女座也没要求特权啊，毕竟十二分之一的人才都是处女座,
qFIuo-AhVsfY2jO2,Non-CB,,,,,IEEYb1gSdgL1qQLC,P7EvjAuxq4sfpSR_,1.0,0.0,太期待了,
U-deNPmDGMG496-k,Non-CB,,,,,_QdYGLfXg-p3OT_q,Uwvha9SWuqIqDe8x,1972.0,0.0,索多玛 蛾摩拉之路,
0BR3EL3BHqMKSkPm,CB,Explicit,No,Group,Region,NJ6C9cu9NdTAe6_U,W8NzrhirL9gODXA-,518.0,0.0,你意思是，韩国就是鸡儿？,
qleCRNKR2xAdD_6Z,Non-CB,,,,,P0rwr0U20XMobd-Z,KhO5HSAGsmaEzYSM,967.0,0.0,正常谭恋爱而已,
3KXrRMHVkMDVcO4H,Non-CB,,,,,bRQCFrQxJberiiEW,V6Q2tzQEzPFikYa1,91.0,0.0,有，很开心,
SGnO3ojCmOEGHxuz,Non-CB,,,,,WWWchGY--id-YBV9,Q9a8yuiWJdJaBNVQ,145.0,0.0,说真的，不是我国风格。,
09YZ3gMhop5bWhXN,Non-CB,,,,,E3vQkzHZjw-QwSuo,OoQi2mw1CCjxPEjA,2449.0,0.0,苏杭人只找本地人，广东人都不找会找外国人么,ExcM4cTxd8Pw8RC4
KjtUa0mYM0kgmSt5,CB,Explicit,No,Individual,,cfbMjN9NVNIhOepm,ph6G9sYswvwsU5i6,1397.0,1.0,男博主发，男博主配文，男的看了高潮，骂女的打拳,
EB4TJzwcotlzRBII,Non-CB,,,,,Yz1s_Y0h3HjL-Bxv,2sBdP5rzPVjHe80r,9.0,1.0,晚安安,
t7UhnSE8CNjLSmi2,Non-CB,,,,,3oBXri3Gbj_YYb99,QBKjB1elNiB7NEU-,827.0,0.0,呼吁立法,
TDkXiipPeIqQ4eL3,Non-CB,,,,,QX_hvM8LPkn7zjMq,dHR91uWZV4ki99XK,4.0,0.0,当天就抓了,
HdtzUZAH98zkC9z5,Non-CB,,,,,FrC-3BfWDaWgN-Fh,-KxK8lNp57z4WU2o,394.0,0.0,病态美,
c6x1Y1Mis-A_n6am,CB,Explicit,No,Individual,,2n1ltwk1w41tkqJd,iYAXpZlRrhh41G7N,295841.0,29.0,她的面相比放火的莫换晶还毒，年轻女人中极少有这种面相的。,
p1iN3Koq46IeBnIy,Non-CB,,,,,EijQiCNHyOpowTuQ,WtB1ksdNhPjyYxRA,90.0,0.0,p5像油画一样,
7RFTrzSGjed77ScR,Non-CB,,,,,Kzdd4Wo29d9bYuLJ,-lonBJdDefbeTeTS,125.0,0.0,勿忘国耻,
tEj2zT1xS71KK2H7,Non-CB,,,,,fdcw5h0DhN_p9ebu,Mw0eNq7TEg7qVgy0,46.0,0.0,好想去感受菠萝的丰收气息,
vfjbI7LdpXC-8eJI,CB,Explicit,No,Individual,,tASHEGok9jb-JsBJ,KHlW2ourGc1wVoTJ,319.0,0.0,这两人挂相就是刻薄样,
jBZ6SAL226_XR379,Non-CB,,,,,di4bVAYTaf2W3PpZ,tw3rssy7sw3bbJ8G,981.0,0.0,肖战好帅，我特别特别喜欢肖战 肖战是一位正能量艺人，肖战演技好，肖战唱歌棒，肖战颜值高，肖战人品好，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战有绅士风度，肖战三观正，肖战温柔、暖心、强大、坚韧、挺拔，肖战就是一位根正苗红的好艺人！ ​,
xwOJ8beJ3T9g9aoT,Non-CB,,,,,KZsd-VqPZjBV7NJx,6CPSWYECB2LlVub-,69.0,1.0,女人还是比男人懂得顾家,
E7u7A7KH3FVDVdRD,Non-CB,,,,,Nk6-cnBHromlYStV,0krPhygAaJWXqKFu,262.0,0.0,就是性别问题 你去东南亚就懂了,hG1QLtFj7T6U78nU
W2kO8Cgtk3hH2ci5,CB,Explicit,No,Individual,,2TqRGgbheGg2wt2P,dYmC_ij0Bzr2klbV,1720.0,2.0,不知道该说你蠢还是说你天真,G-8IT5YWfxGx0YMF
BaUywULs40LVj-VT,Non-CB,,,,,i6w53MR3gZB00RO4,ws5x_Oa6buNMsSJ9,1876.0,0.0,送的多大城市1-1.5w，少也得有个0.6-0.8w,06Cdnc6tS1WmqUo8
bwa49bmGlSNfq9D3,Non-CB,,,,,a_SfC5NSsZdyykk2,8LZQ8X1_PgMZBbBF,19.0,0.0,不活跃的就删掉了,
aqh2xT8eYxe8a7Za,CB,Explicit,No,Group,LGBTQ,9Sof1hP7oJeSXsA0,BGUofJfolW3EBeZr,89.0,2.0,管他一次二次三次，别来霍霍女的就算他是好同,
cn0hUFKtFK_qOdbD,Non-CB,,,,,fdcw5h0DhN_p9ebu,wvMQJGpXkMrrslrP,40.0,1.0,我也想要拥有啊心动了啊,
MOx-z8lwj9febx53,Non-CB,,,,,KbDzal8K65ZvdEjz,9sVKoBNF8mELMCkZ,1278.0,0.0,也可以细分objectum对物件的和animism对动物的，可能用泛性恋pansexual这个词确实不对平底锅还是对人，不过广义的sexual/romantic/tertiary toward unconventional cultural norm都可以算在一整个queer的umbrella下（我这么理解，但lgbtqa+也可以爱怎么自我定义怎么自我定义,5a0Tzf3o50Ji_x2Z
JvkAtgMOduvCu6NK,Non-CB,,,,,XzvKTEzp1Qn9oqiA,JmhoIrM3hqROORkr,57.0,1.0,都明白男人不靠谱,
CIkJ_iZ7NS06zqzw,Non-CB,,,,,pUG71LtRx_HFaaRD,VhPr_YYuDVnqocC0,32.0,0.0,关注,
4c2TqTDOEEWHNuEU,Non-CB,,,,,wjeu9FaS2BeVTeaD,SDu1nQbTjHdORVbe,74.0,8.0,那为什么就变成博主口中奇奇怪怪的数据？,DqidyR7WCC5SEnnm
5xtPCEhu-zmrqYog,Non-CB,,,,,QTg0QrZLBiNURqys,l-mcxDhxXhzjIlM0,0.0,25.0,一周只能休四天,
UtNmWHADDqp-ks5Q,Non-CB,,,,,j-l89jp1fty86JK1,qbfk7n9HjZUAfy0E,119.0,1.0,对！,
caT_7xR3u_cGPEoc,Non-CB,,,,,_GguDtSH7-7GlKBa,9CbkQ1obI2Mn8kPM,126.0,1.0,英国嚷着查意大利，结果自己先翻车了，哈哈,
kJI6_bw61_0S-EID,CB,Explicit,No,Individual,,V-DcczhgldfVTXQ2,6do_3SfXA_uOgbdN,356.0,1.0,投稿人家里没人了，没人教,
TzOF9eudwY3wYruO,Non-CB,,,,,VtJpEzjLTbOrc89g,IafaNMbfgzgeYuNp,43.0,0.0,谢谢宝,IX4JLTHDO0og6swe
TkvyKTQtroM3IDyY,Non-CB,,,,,X2olM7y8rMplfrVS,nRZMLG4iXFqb_UzH,39.0,0.0,你是说那三个字吧？,
sYpInNG6wKw7QiTL,Non-CB,,,,,hB1WtJ4Jaidc1EVa,kGVvnhmxRdcBdh4z,219.0,0.0,他说7000就7000？我还说这人是上帝的第三个儿子呢？基督教天主教等，认吗？,
4Czqk1P4miCqmV0B,Non-CB,,,,,-5siZEpE9nPI3ulo,LuK-6O3DbIse5zOg,2.0,4.0,马立奥别太可爱了呜呜呜呜心都要萌化了,
qKc2pVyAOhkNUxrA,CB,Implicit,No,Group,Sexism,h3aw7o-tW69Sh7Mw,XISw8J5Lsrruyuc0,3619.0,0.0,g骗婚咋做啊，1还能想象到，0结婚了咋做啊，真诚发问,
zk4AQJc_RTPFF9dx,Non-CB,,,,,dF1UxegzPjmY0UJO,jd3PGIOYfvP7LkrJ,292.0,0.0,年代文中的白月光女知青有脸了,
ie0kuDoMPmXuUy86,Non-CB,,,,,i47hsd-gat7Y6Ray,iombmGJSrXtX74NV,377.0,0.0,不是一家人不进一家门，女婿都这么勤快,
91ZnRInljtSPrlGS,Non-CB,,,,,rdF33g8w1ZkUrXIP,SEs5L5D3n2wC-6SY,1199.0,0.0,那要是这人少弄几单还发现不了了？,
HoH7PLXCmLajPSv7,Non-CB,,,,,jHG4g7bxc93wANgP,B5WQ-CdblYBerpYI,6.0,82.0,谁会去自取其辱？,
20Dg6UMPs_AH3uFC,Non-CB,,,,,Nk6-cnBHromlYStV,7Z9JdxNUljDmgIRU,136.0,2.0,这眼睛符合外国人审美,
zp6YXUndEQvSKklS,CB,Explicit,No,Individual,,3oBXri3Gbj_YYb99,mAQ6bxGzvDBfMQfe,51.0,0.0,变态,
aL4UZJQOgMzdkQ3_,CB,Implicit,No,Individual,,1utlDkCDeDlwYYhs,n2S81AozQJajamCr,12909.0,0.0,棒子喜欢变种,
ZTOAiKFYRUi60YwB,Non-CB,,,,,WxBec3OTKCcpLUAx,hGzUqGmYoWyht6rA,3915.0,0.0,你好，新疆的可以领养吗,
4tBKBIXpzyEGHvcz,Non-CB,,,,,YTWeZW6uMejwF6Ou,BsktdXToZjl_3kFE,2666.0,2.0,你在网络上说这话是要挨骂的，沉默吧,aRaf0MHDTOruzhi-
oveE4nOY-FXwv39D,CB,Explicit,No,Individual,,osMFrpGXC-oJiCNf,oY-HYBREXTf_fw5i,48.0,3.0,四川人感觉很丢脸,
oYBAU6UKa5C6CWy7,CB,Explicit,No,Individual,,FrC-3BfWDaWgN-Fh,BsfR4HbP_VewswQv,45.0,28.0,她真以为别人在称赞她，爱慕她，其实是选她出来当标靶，这样人人都可以攻击她，她最终也会因为肥胖引发的并发症，早早就死去，她在缓慢地自杀，而周围人在帮她，反正她死了，也不会有人可惜,
Z35ajJaGEupTvBa6,Non-CB,,,,,WPAgbblHQ4faI7LE,ErJpnePKeTF-eKf6,41.0,0.0,大无语,
5Om5Nzg529Rgsw31,Non-CB,,,,,-8P4bITJBrV9gVYh,M__tDf_pa4KgpMzL,132.0,0.0,老人和男人居多,
Xxtmu3wrX8F8TyjE,Non-CB,,,,,EnLQG2A4B5SB-bMn,O81oCo1wAjjJALvW,1593.0,0.0,所以我觉得还是要体谅一下女性,g7wJ_JD3ZYvuqe5S
aErEHcyCOo6C_-7E,Non-CB,,,,,0Ifoc5prjQgZFE-J,DHrZkxTotS7uvMfE,113.0,1.0,研究生，给钱,
eKW74f8SS_DFPNpN,CB,Explicit,Yes,Group,Region,kTSI7UCLWMw4I9Tr,V-fwY3HKZFNRKRDR,84.0,67.0,漂亮国终于癫成了这个模样,
cbqXTD0ToHM4uOu3,CB,Explicit,No,Group,Region,UQ-EZM6BHGUpLmmV,SDWtteJNNrpNAhCf,283.0,0.0,光脚的不怕穿鞋的，朝鲜光用三八线附近火炮阵地五分钟齐射，就能直接把汉城干没了。更别说朝鲜后面是兔子跟俄罗斯的陆路补给，韩国要靠美军的海上补给，打持久战韩国也亏呀。别说这里没兔子啥事，真打起来，兔子绝对要借机把整个朝鲜半岛拿下。,mD4jTl6Ui2it6yLJ
9dTWPonSySo9Dl1V,CB,Explicit,No,Group,Racism,jfMMYGQurxobQd6_,ZKlrViUYlRZRy6lD,71.0,0.0,犹太大资本寄生虫快把美国啃光了,
Rp8snpR8gLtl5SQf,Non-CB,,,,,aq-kimjRJSgqv2wH,NYLU6jMxd3QZlT5r,6180.0,0.0,期待,
_5HheuV6VvT1AIl-,Non-CB,,,,,5ycHWonY6ZiWO6mq,zKJmYUP7Fl5wcmmT,345.0,1.0,就算你说这些病低到无法传播，但真的很隔应！！！！,
CPR9zIoxEPWjTSVr,Non-CB,,,,,oSV1flTJVmTWqOQ9,_CZPGYJh2tZI06Kg,304.0,0.0,梦幻联动,
zzx_ABa7d7dX19Nl,Non-CB,,,,,byJE1vyrMUet5fIJ,ZkMxU4-0rPJWXhd_,2064.0,0.0,肖战好帅！肖战正能量艺人！你也是世间独有，可遇不可求！肖战我喜欢你,
kz4IhrADXkwZrwJv,CB,Explicit,No,Group,Region,H4aERKa3VD3nPErw,lrJhUpryuAI2LQ16,27425.0,0.0,我刚刚找到个东北偷菜的 看我ip,5I7dz6M-nQg3MA_o
bLEv0HrA4fcTEY0r,Non-CB,,,,,fWZ8ZSeAeupufEqN,_Vok6rAhBpt8SVHQ,1512.0,1.0,我们这我小的时候有亲戚家过年请吃饭是男的一桌女的一桌，如果女的要喝酒也可以喝，但是男桌女桌菜色分量都是一模一样的,
IuMd4GVoFS-n3DwO,Non-CB,,,,,48ESI-YB3B8whXTr,1CljhXnfNJXkjQz8,972.0,0.0,乡土啊还能是啥,bhRnTrxHvt2Z_3Lo
yvA3EV1NLBOv2SHI,Non-CB,,,,,9a0fj4L-wor0FWD6,sGKTk7pU4Wa1AKM0,14.0,0.0,快来源泉呀,7iNbzRqsRPIY_Q8q
Yq-3pkvonWeonjlu,Non-CB,,,,,gnKHjWSHq4d5eWWr,V4FtoeZzA9PNZaSa,4029.0,1.0,果然很cool,
nJz7b7q9nRtJ5pW_,CB,Explicit,No,Individual,,EnLQG2A4B5SB-bMn,twRiptaxiDsqstcx,2167.0,3.0,普信木沟基本盘,
ySHa5fLE8wYxs3T7,Non-CB,,,,,TPZW2WqBCl9R0D9T,HTyrunasUFRjr4f9,80.0,0.0,据说在民宿里找到的,
RvJYdVEKoyOcMqyS,Non-CB,,,,,my5fco3HmIwWZaA0,ryyR2OGgDfydZsKW,34.0,0.0,学会了 学会了 这下明白了,
fjX10wL7Cq_9IDb_,CB,Explicit,No,Individual,,pQpwXkgy1jFzFypc,6WET1qgLieSBH7rJ,9049.0,0.0,紫薯皮,l3jPEelk5A09vWl4
r13crccPmBcbq6Y7,Non-CB,,,,,MGIAp_PxioVIxuli,muBLGJDQBxDd-nXN,5.0,3.0,期待麦麦,
3rNx8iSknOK3LGGp,CB,Explicit,No,Individual,,ueZNRviR5Sd7a6r-,njijEzPzwZpRF5-C,844.0,0.0,快回去给你主人看门去了,
wGqjpTZu5JOu21rL,Non-CB,,,,,247c760_Mfb-PmaR,3wkMEhfc_ySK1HXb,7.0,8.0,目前不会回复邮件噢。若合适会直接+您微信,43qXdJCAsS2DwG3u
ddr1G7HS5gnGPlZK,Non-CB,,,,,TD_yLQiIsyzi7S3h,EK-AvqHoehvp4vpU,37.0,0.0,咸的么。。。,f6Rg60hFOftcEv7M
bf8buJk8U-0j6rZI,Non-CB,,,,,t1224jj2ZFO0acUN,SHCOzj0ZcuV8OTSU,46.0,0.0,哈哈哈哈哈哈,
rJp5vJKRTgFquL6c,CB,Explicit,No,Group,Racism,HRJbUWdEAEJg-kzV,cLFW381_RSo1jwwx,400.0,0.0,来干啥，打黑工？,mF9osEhfin3X4DfN
vFfobz9gNwX0j07h,CB,Explicit,No,Group,Racism,IOS_YxtqjdExj2-q,l_1giWe3at1n9Ih_,80.0,174.0,可恶至极,
3Nq_jg8EncH6z4qi,Non-CB,,,,,Ecio2tGwfGn6q4t8,ndRi7T-ZwoMiaaPK,73.0,5.0,潮汕肠粉很难吃的,
pIErc72keiv9lRuF,Non-CB,,,,,ru1jQRq1rFe9n4hw,3FsTQCMBMmtPkQl2,442.0,2.0,在中国别说一百了就是一千也分分钟可以完成,
IWW97gtinLhcD5Ry,Non-CB,,,,,AuEqirAkmJBX7QLf,GSwX4bqcYDxblKe6,342.0,3.0,还有那个女网红和什么清华体育生,
bZqkMQEYDYBCjf8b,Non-CB,,,,,9a0fj4L-wor0FWD6,H8m8WJIFPmzH4q_W,4851.0,0.0,收钱了,
Il-lkHPUpQpbM-47,Non-CB,,,,,ZVY8qMxWzH7E9CyJ,0whKiWQqfC5UpaoM,20496.0,0.0,哈哈哈,KnNahPfQ1khCLk11
ul3Ooy5eoe8jUunX,Non-CB,,,,,lWr_YMTrS9QmC0U_,ajL0rPIodIVAU56A,144.0,0.0,好害怕自己过不了,
UyLSOxnPXrGbeBNB,Non-CB,,,,,Iuw8BiFxErXpYSX9,URTuty2NRIpGw5rC,16265.0,0.0,你们真的是母女出征啊,A2zsz8i1GWyQVYl1
EL2DwqxQSKmerQPF,Non-CB,,,,,aabTghC9qzRsz91Z,p4AunW9NRNOzoGag,101.0,4.0,走出去，去看“大山大海”,
00t6UNvvzqcQT0uY,Non-CB,,,,,zyKt2B_9Vgx1PNaw,p2FcsOwKyClY3fbq,728.0,0.0,一个地区越发达，性别区分越平等,
_QPgxkD8PKiC2_L5,CB,Explicit,No,Group,Racism,6Un707_rB_ebRDwg,mNj0sd7NBsUxUZGA,10.0,98.0,让日本韩国消失就没有这些乱七八糟的事了,
6YILrPuPOL8cSWoN,Non-CB,,,,,CGIFVHzCu-Lo84hd,2ZWYl7TwSQrDwJEh,52.0,0.0,砸车一下，大油门一下，这算故意还是被吓到了。,
yTjke0BOm6FiT4m-,Non-CB,,,,,ccR9hTwFaQj8nFkN,q4TK5NzBFUOFgW9R,3144.0,0.0,姐妹，这可不兴接,9lJh1juAdGwm61ka
SwthrOkvo7Zv0vEd,Non-CB,,,,,TDv0dWskhS-MMIAL,oRH9iHC1u-EFi9gj,14.0,0.0,牛逼,
gDjk3199-uNH8fxW,Non-CB,,,,,OCiv1aNLf5JMN846,3yAUP4ALHlGeQ8ZL,74.0,1.0,黄泉帅呆了我,
BKYMed6jGySs7Ky_,Non-CB,,,,,F-Ae8tb7h24bwyAG,14u73_Y_TSGg6XSJ,967.0,1.0,冷了会热了吃,
eUCItYqgZtnpjSbs,Non-CB,,,,,rYcS9khHY7dsuOxz,zivv65wGlFeoM8Oq,58.0,1.0,你对照公务员招聘要求和岗位目录看看，了解基本需求。以及，现在公务员招聘，应届生优势最大，再有就是，好岗位主要留给选调生，选调生的基本要求你也了解下。另外，如果你要考广东省的，一定要认真准备，珠三角地区工资待遇太好，全国精英抢破头。广东省定向选调甚至于排名很靠前的211都不要,GzM7qOV6HimJLsCK
